Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
12/08/2021,31291.7,31666.7,32083.3,31250,12.32M,-1.83%
11/08/2021,31875,32500,32583.3,31833.3,10.74M,-1.29%
10/08/2021,32291.7,32666.7,33000,32083.3,10.86M,-0.13%
09/08/2021,32333.3,31333.3,32458.3,31208.3,13.03M,2.11%
06/08/2021,31666.7,32166.7,32166.7,31666.7,11.79M,-1.55%
05/08/2021,32166.7,31125,32166.7,30916.7,12.64M,2.93%
04/08/2021,31250,30916.7,31416.7,30791.7,12.25M,1.35%
03/08/2021,30833.3,31250,31500,30333.3,21.16M,-1.07%
02/08/2021,31166.7,30750,31791.7,30666.7,19.81M,0.27%
30/07/2021,31083.3,30750,31333.3,30666.7,11.55M,1.08%
29/07/2021,30750,29958.3,30958.3,29916.7,13.24M,2.79%
28/07/2021,29916.7,29500,30250,29500,15.09M,0.56%
27/07/2021,29750,29416.7,30083.3,29083.3,16.75M,3.78%
26/07/2021,28666.7,28833.3,29166.7,27833.3,14.56M,-1.57%
23/07/2021,29125,29958.3,30208.3,29083.3,16.21M,-3.72%
22/07/2021,30250,29708.3,30541.7,29583.3,15.68M,1.40%
21/07/2021,29833.3,30583.3,30583.3,29583.3,18.25M,1.13%
20/07/2021,29500,27916.7,29500,27083.3,19.09M,6.95%
19/07/2021,27583.3,28333.3,28833.3,27583.3,14.27M,-6.76%
16/07/2021,29583.3,30000,30333.3,29333.3,11.57M,-1.39%
15/07/2021,30000,28416.7,30000,28375,11.79M,4.65%
14/07/2021,28666.7,28791.7,29208.3,27833.3,12.70M,1.33%
13/07/2021,28291.7,28000,28416.7,27500,12.84M,2.88%
12/07/2021,27500,28916.7,29041.7,27500,23.43M,-6.91%
09/07/2021,29541.7,30583.3,31333.3,28833.3,18.78M,-4.45%
08/07/2021,30916.7,32541.7,32666.7,30750,18.97M,-4.63%
07/07/2021,32416.7,32500,33041.7,31625,15.66M,0.52%
06/07/2021,32250,34750,35375,32250,17.63M,-6.97%
05/07/2021,34666.7,35416.7,35416.7,34166.7,11.86M,-1.89%
02/07/2021,35333.3,35833.3,35833.3,35250,13.12M,-0.47%
01/07/2021,35500,35041.7,35666.7,34875,15.75M,1.67%
30/06/2021,34916.7,35000,35458.3,34750,10.46M,-0.24%
29/06/2021,35000,35791.7,35791.7,34708.3,11.91M,-1.75%
28/06/2021,35625,35416.7,36125,35208.3,20.38M,3.51%
25/06/2021,34416.7,33875,34541.7,33250,8.57M,1.98%
24/06/2021,33750,34291.7,34583.3,33583.3,9.15M,-1.58%
23/06/2021,34291.7,34833.3,34833.3,34125,7.37M,-1.55%
22/06/2021,34833.3,35250,35416.7,34750,10.37M,-0.95%
21/06/2021,35166.7,35750,36166.7,35000,15.06M,-1.86%
18/06/2021,35833.3,35000,35875,34583.3,23.16M,2.87%
17/06/2021,34833.3,33000,35000,33000,13.29M,3.21%
16/06/2021,33750,34833.3,34833.3,33333.3,12.74M,-3.23%
15/06/2021,34875,34916.7,35333.3,34416.7,12.87M,2.53%
14/06/2021,34015.1,34090.9,34242.4,33712.1,13.55M,1.93%
11/06/2021,33371.2,32954.5,33712.1,32689.4,12.62M,1.26%
10/06/2021,32954.5,32462.1,33560.6,32424.2,13.18M,0.69%
09/06/2021,32727.3,32045.4,33181.8,31212.1,17.42M,2.25%
08/06/2021,32007.6,34393.9,34772.7,32007.6,19.33M,-6.94%
07/06/2021,34393.9,35227.3,35606,33712.1,15.11M,-1.52%
04/06/2021,34924.2,33750,35113.6,33712.1,16.37M,3.60%
03/06/2021,33712.1,32954.5,34090.9,32575.7,14.19M,2.77%
02/06/2021,32803,32500,33257.6,32272.7,15.67M,-0.46%
01/06/2021,32954.5,33636.4,34318.2,32954.5,14.72M,-0.91%
31/05/2021,33257.6,32424.2,33257.6,31742.4,16.35M,6.42%
28/05/2021,31250,31022.7,31439.4,30530.3,16.55M,2.36%
27/05/2021,30530.3,30227.3,31363.6,30189.4,14.91M,0.75%
26/05/2021,30303,30606.1,30909.1,30113.6,15.61M,-0.50%
25/05/2021,30454.5,28787.9,30568.2,28636.4,26.13M,5.79%
24/05/2021,28787.9,29015.1,29469.7,28787.9,13.68M,0.26%
21/05/2021,28712.1,28409.1,29053,28371.2,14.18M,-0.39%
20/05/2021,28825.7,28939.4,29318.2,28825.7,17.26M,-1.68%
19/05/2021,29318.2,29431.8,29848.5,29166.7,17.57M,0.65%
18/05/2021,29128.8,28939.4,29697,28787.9,20.17M,2.53%
17/05/2021,28409.1,27727.3,28674.2,27121.2,21.26M,1.90%
14/05/2021,27878.8,28409.1,28787.9,27689.4,22.91M,-1.60%
13/05/2021,28333.3,29015.1,29545.4,28333.3,17.66M,-1.84%
12/05/2021,28863.6,28333.3,28901.5,28068.2,19.74M,0.93%
11/05/2021,28598.5,29697,30000,28333.3,34.08M,-3.70%
10/05/2021,29697,27916.7,29697,27803,18.63M,6.81%
07/05/2021,27803,26174.2,28143.9,26174.2,27.56M,5.16%
06/05/2021,26439.4,25151.5,26818.2,25113.6,24.70M,4.18%
05/05/2021,25378.8,25643.9,26136.4,25378.8,15.69M,-0.30%
04/05/2021,25454.5,23636.4,25530.3,23484.8,24.83M,5.83%
29/04/2021,24053,23939.4,24507.6,23712.1,16.98M,1.44%
28/04/2021,23712.1,23787.9,24204.5,23371.2,12.84M,-0.32%
27/04/2021,23787.9,22878.8,24166.7,22878.8,14.42M,3.97%
26/04/2021,22878.8,22878.8,23522.7,22803,13.66M,0.17%
23/04/2021,22840.9,22424.2,22878.8,22045.4,12.27M,2.73%
22/04/2021,22234.8,23825.8,24166.7,22234.8,14.35M,-6.97%
20/04/2021,23901.5,24659.1,24734.8,23712.1,18.63M,-3.07%
19/04/2021,24659.1,24166.7,24772.7,23750,16.25M,3.50%
16/04/2021,23825.8,23939.4,24204.5,23106.1,15.28M,-0.32%
15/04/2021,23901.5,22878.8,24128.8,22500,22.11M,5.34%
14/04/2021,22689.4,21969.7,22878.8,21666.7,12.13M,2.22%
13/04/2021,22197,22916.7,23030.3,22197,13.85M,-3.30%
12/04/2021,22954.5,22954.5,23068.2,22840.9,11.53M,0.50%
09/04/2021,22840.9,22386.4,22954.5,22348.5,10.82M,2.03%
08/04/2021,22386.4,22310.6,22537.9,22159.1,11.32M,1.03%
07/04/2021,22159.1,21590.9,22348.5,21477.3,9.50M,2.63%
06/04/2021,21590.9,21742.4,21969.7,21590.9,7.49M,-1.21%
05/04/2021,21856.1,22045.4,22121.2,21666.7,9.79M,-0.17%
02/04/2021,21893.9,22197,22272.7,21780.3,11.51M,-0.35%
01/04/2021,21969.7,21931.8,22083.3,21742.4,11.74M,2.11%
31/03/2021,21515.1,21136.4,21704.5,21060.6,9.16M,1.97%
30/03/2021,21098.5,21136.4,21136.4,20795.4,6.99M,0.72%
29/03/2021,20947,20909.1,20984.8,20681.8,6.99M,1.10%
26/03/2021,20719.7,20606.1,20947,19772.7,12.04M,0.18%
25/03/2021,20681.8,20795.4,21022.7,20454.5,11.32M,0.74%
24/03/2021,20530.3,21363.6,21628.8,20530.3,12.97M,-5.24%
23/03/2021,21666.7,21742.4,22045.4,21401.5,8.39M,-0.52%
22/03/2021,21780.3,22121.2,22234.8,21780.3,7.03M,-1.20%
19/03/2021,22045.4,21742.4,22348.5,21666.7,10.45M,1.39%
18/03/2021,21742.4,21742.4,21893.9,21590.9,6.60M,1.06%
17/03/2021,21515.1,21590.9,21742.4,21439.4,7.89M,0.35%
16/03/2021,21439.4,21439.4,21590.9,21212.1,9.06M,0.53%
15/03/2021,21325.8,21515.1,21628.8,21325.8,7.87M,-0.18%
12/03/2021,21363.6,21628.8,21742.4,21363.6,8.93M,-0.88%
11/03/2021,21553,21477.3,21666.7,21250,9.73M,1.25%
10/03/2021,21287.9,21401.5,21515.1,20909.1,10.12M,-0.71%
09/03/2021,21439.4,21590.9,21931.8,21439.4,11.95M,-1.91%
08/03/2021,21856.1,21515.1,22197,21174.2,14.53M,3.22%
05/03/2021,21174.2,20947,21363.6,20681.8,11.89M,0.90%
04/03/2021,20984.8,21363.6,21893.9,20833.3,14.88M,-1.42%
03/03/2021,21287.9,21098.5,21590.9,20984.8,14.54M,0.72%
02/03/2021,21136.4,21515.1,21553,21060.6,14.88M,-0.36%
01/03/2021,21212.1,20606.1,21325.8,20378.8,16.80M,5.66%
26/02/2021,20075.8,19242.4,20189.4,19242.4,23.04M,2.71%
25/02/2021,19545.4,19583.3,19659.1,19318.2,10.54M,0.98%
24/02/2021,19356.1,19734.8,19886.4,19280.3,12.43M,-0.58%
23/02/2021,19469.7,19697,19810.6,19318.2,10.96M,-0.19%
22/02/2021,19507.6,19204.5,19848.5,19128.8,18.47M,2.39%
19/02/2021,19053,18674.2,19318.2,18674.2,10.66M,1.00%
18/02/2021,18863.6,19015.1,19318.2,18825.8,14.70M,-2.16%
17/02/2021,19280.3,18674.2,19318.2,18598.5,12.81M,6.04%
09/02/2021,18181.8,17878.8,18295.4,17575.8,8.48M,2.13%
08/02/2021,17803,18257.6,19053,17045.4,16.57M,-2.08%
05/02/2021,18181.8,18181.8,18447,17992.4,8.05M,0.42%
04/02/2021,18106.1,18106.1,18522.7,17803,9.71M,0.00%
03/02/2021,18106.1,17651.5,18333.3,17272.7,14.59M,4.60%
02/02/2021,17310.6,16818.2,17310.6,16287.9,12.05M,3.86%
01/02/2021,16666.7,17803,18636.4,16666.7,17.19M,-5.78%
29/01/2021,17689.4,15492.4,17689.4,15492.4,22.32M,6.87%
28/01/2021,16553,16553,17045.4,16553,17.17M,-6.82%
27/01/2021,17765.1,19090.9,19507.6,17765.1,15.31M,-6.76%
26/01/2021,19053,20303,20303,18939.4,14.06M,-6.33%
25/01/2021,20340.9,20075.8,20643.9,19848.5,11.02M,1.32%
22/01/2021,20075.8,19886.4,20606.1,19697,13.26M,0.95%
21/01/2021,19886.4,19242.4,19886.4,18825.8,16.63M,6.71%
20/01/2021,18636.4,18674.2,18825.8,17272.7,9.82M,0.82%
19/01/2021,18484.8,19318.2,19734.8,17992.4,14.61M,-4.31%
18/01/2021,19318.2,19318.2,19886.4,19318.2,9.29M,0.79%
15/01/2021,19166.7,19015.1,19318.2,19015.1,9.05M,1.00%
14/01/2021,18977.3,19128.8,19166.7,18825.8,8.32M,-0.79%
13/01/2021,19128.8,19318.2,19318.2,18825.8,7.81M,0.60%
12/01/2021,19015.1,18257.6,19166.7,18257.6,12.62M,4.15%
11/01/2021,18257.6,18371.2,18522.7,18068.2,6.57M,0.00%
08/01/2021,18257.6,18181.8,18674.2,17954.5,10.53M,0.00%
07/01/2021,18257.6,17954.5,18484.8,17840.9,10.39M,1.69%
06/01/2021,17954.5,18371.2,18371.2,17916.7,9.35M,-0.42%
05/01/2021,18030.3,18068.2,18636.4,17954.5,9.66M,0.42%
04/01/2021,17954.5,17348.5,17954.5,17197,13.76M,7.00%
31/12/2020,16780.3,16401.5,16780.3,16401.5,8.35M,1.84%
30/12/2020,16477.3,16628.8,16628.8,16439.4,6.65M,-0.91%
29/12/2020,16628.8,16666.7,16893.9,16590.9,8.61M,-1.13%
28/12/2020,16818.2,16931.8,17234.8,16590.9,11.05M,-0.22%
25/12/2020,16856.1,16818.2,16893.9,16401.5,8.70M,0.91%
24/12/2020,16704.5,17121.2,17121.2,15833.3,17.94M,-1.12%
23/12/2020,16893.9,16931.8,17424.2,16704.5,9.66M,1.36%
22/12/2020,16666.7,16401.5,16780.3,16212.1,8.99M,1.62%
21/12/2020,16401.5,16818.2,16818.2,16098.5,15.69M,-0.46%
18/12/2020,16477.3,16060.6,16590.9,16022.7,10.12M,2.84%
17/12/2020,16022.7,15871.2,16401.5,15681.8,13.34M,0.95%
16/12/2020,15871.2,15833.3,15984.8,15795.4,11.67M,0.24%
15/12/2020,15833.3,15909.1,16060.6,15681.8,17.37M,-1.42%
14/12/2020,16060.6,15871.2,16212.1,15757.6,13.94M,2.42%
11/12/2020,15681.8,15265.1,15795.4,15075.8,13.39M,4.02%
10/12/2020,15075.8,15303,15454.5,14962.1,20.24M,-1.24%
09/12/2020,15265.1,15265.1,15416.7,15037.9,14.12M,0.25%
08/12/2020,15227.3,15151.5,15416.7,15000,18.94M,2.29%
07/12/2020,14886.4,14090.9,14886.4,14015.1,25.86M,6.79%
04/12/2020,13939.4,14242.4,14280.3,13825.8,24.83M,-0.81%
03/12/2020,14053,13636.4,14090.9,13598.5,14.65M,3.34%
02/12/2020,13598.5,13787.9,13825.8,13522.7,17.39M,-2.18%
01/12/2020,13901.5,13409.1,14053,13409.1,14.27M,1.94%
30/11/2020,13636.4,14242.4,14242.4,13598.5,11.63M,-2.96%
27/11/2020,14053,14166.7,14280.3,13901.5,9.74M,0.27%
26/11/2020,14015.1,13598.5,14015.1,13522.7,10.28M,2.21%
25/11/2020,13712.1,14166.7,14318.2,13712.1,11.12M,-3.21%
24/11/2020,14166.7,13598.5,14166.7,13598.5,17.71M,5.65%
23/11/2020,13409.1,13409.1,13636.4,13257.6,25.31M,-3.80%
20/11/2020,13939.4,14280.3,14318.2,13863.6,21.00M,-2.13%
19/11/2020,14242.4,14242.4,14431.8,14053,19.79M,-1.31%
18/11/2020,14431.8,14469.7,14734.8,14204.5,17.51M,-0.26%
17/11/2020,14469.7,13901.5,14507.6,13787.9,15.52M,5.23%
16/11/2020,13750,13674.2,13863.6,13522.7,19.91M,0.55%
13/11/2020,13674.2,13409.1,13939.4,13371.2,12.74M,1.40%
12/11/2020,13484.8,13560.6,13598.5,13295.5,8.83M,0.00%
11/11/2020,13484.8,13181.8,13560.6,13030.3,21.37M,3.49%
10/11/2020,13030.3,13636.4,13636.4,12992.4,18.40M,-2.55%
09/11/2020,13371.2,12954.5,13409.1,12840.9,19.95M,4.75%
06/11/2020,12765.1,12310.6,12840.9,12234.8,20.08M,4.01%
05/11/2020,12272.7,12462.1,12613.6,12272.7,13.29M,-1.52%
04/11/2020,12462.1,12575.8,12689.4,12424.2,13.81M,-0.30%
03/11/2020,12500,12197,12651.5,12159.1,27.08M,3.45%
02/11/2020,12083.3,11439.4,12083.3,11363.6,20.60M,6.33%
30/10/2020,11363.6,11363.6,11515.1,11212.1,11.82M,1.35%
29/10/2020,11212.1,11174.2,11401.5,11060.6,11.43M,-1.00%
28/10/2020,11325.8,11553,11590.9,11287.9,14.62M,-2.61%
27/10/2020,11628.8,11553,11666.7,11477.3,10.47M,0.66%
26/10/2020,11553,11666.7,11969.7,11553,13.71M,-0.97%
23/10/2020,11666.7,11742.4,11893.9,11666.7,14.48M,-0.32%
22/10/2020,11704.5,11553,11742.4,11477.3,10.92M,1.64%
21/10/2020,11515.1,11969.7,11969.7,11439.4,12.21M,-2.56%
20/10/2020,11818.2,11098.5,11818.2,11060.6,17.11M,6.48%
19/10/2020,11098.5,11439.4,11477.3,10984.8,17.09M,-2.66%
16/10/2020,11401.5,11439.4,11628.8,11325.8,14.31M,-0.33%
15/10/2020,11439.4,11590.9,11704.5,11401.5,11.07M,0.00%
14/10/2020,11439.4,11666.7,11704.5,11363.6,15.84M,-1.63%
13/10/2020,11628.8,11893.9,12083.3,11553,18.44M,-2.85%
12/10/2020,11969.7,12007.6,12197,11818.2,19.82M,0.64%
09/10/2020,11893.9,12007.6,12045.5,11856.1,7.29M,-0.32%
08/10/2020,11931.8,12121.2,12197,11856.1,15.87M,-0.32%
07/10/2020,11969.7,11856.1,12424.2,11742.4,23.46M,0.32%
06/10/2020,11931.8,11818.2,11969.7,11590.9,11.90M,1.94%
05/10/2020,11704.5,11818.2,12007.6,11628.8,15.06M,0.00%
02/10/2020,11704.5,12045.5,12045.5,11250,27.99M,-2.22%
01/10/2020,11969.7,12045.5,12462.1,11856.1,14.49M,0.96%
30/09/2020,11856.1,11590.9,12007.6,11250,20.12M,2.96%
29/09/2020,11515.1,12197,12234.8,11515.1,30.47M,-5.59%
28/09/2020,12197,11553,12310.6,11553,22.34M,5.57%
25/09/2020,11553,11363.6,11666.7,11212.1,17.97M,2.01%
24/09/2020,11325.8,10643.9,11439.4,10606.1,29.65M,5.28%
23/09/2020,10757.6,10871.2,10909.1,10643.9,12.87M,0.00%
22/09/2020,10757.6,10454.5,10947,10416.7,20.40M,2.16%
21/09/2020,10530.3,10947,10984.8,10530.3,19.30M,-2.11%
18/09/2020,10757.6,10189.4,10757.6,10189.4,15.58M,5.58%
17/09/2020,10189.4,10416.7,10530.3,10075.8,22.57M,-2.54%
16/09/2020,10454.5,9848.5,10530.3,9810.6,27.18M,6.15%
15/09/2020,9848.5,9848.5,10151.5,9772.7,22.06M,2.36%
14/09/2020,9621.2,9053,9621.2,9053,34.07M,6.72%
11/09/2020,9015.1,8977.3,9128.8,8977.3,10.23M,0.42%
10/09/2020,8977.3,9280.3,9280.3,8977.3,9.07M,-1.66%
09/09/2020,9128.8,8712.1,9242.4,8712.1,15.02M,3.43%
08/09/2020,8825.8,8787.9,8863.6,8674.2,9.27M,0.87%
07/09/2020,8750,8977.3,9015.1,8750,12.80M,-2.53%
04/09/2020,8977.3,8901.5,9053,8863.6,10.11M,-0.84%
03/09/2020,9053,9090.9,9242.4,8977.3,19.68M,1.27%
01/09/2020,8939.4,8560.6,8939.4,8560.6,19.67M,4.42%
31/08/2020,8560.6,8712.1,8787.9,8522.7,9.25M,-0.88%
28/08/2020,8636.4,8901.5,8901.5,8636.4,11.68M,-2.15%
27/08/2020,8825.8,8787.9,8901.5,8712.1,7.01M,0.43%
26/08/2020,8787.9,8863.6,8901.5,8787.9,9.57M,-0.85%
25/08/2020,8863.6,8977.3,9015.1,8825.8,9.38M,-0.85%
24/08/2020,8939.4,9015.1,9053,8863.6,11.72M,1.29%
21/08/2020,8825.8,8712.1,8825.8,8674.2,7.83M,1.31%
20/08/2020,8712.1,8750,8825.8,8598.5,13.59M,-0.43%
19/08/2020,8750,8787.9,8901.5,8750,8.95M,-0.43%
18/08/2020,8787.9,8636.4,8939.4,8560.6,14.05M,2.20%
17/08/2020,8598.5,8409.1,8636.4,8371.2,8.76M,1.34%
14/08/2020,8484.8,8598.5,8674.2,8409.1,11.57M,-1.76%
13/08/2020,8636.4,8598.5,8712.1,8560.6,7.74M,1.33%
12/08/2020,8522.7,8674.2,8712.1,8409.1,12.22M,-1.32%
11/08/2020,8636.4,8636.4,8712.1,8484.8,12.77M,0.00%
10/08/2020,8636.4,8636.4,8787.9,8484.8,16.59M,1.79%
07/08/2020,8484.8,8181.8,8484.8,8068.2,18.16M,4.67%
06/08/2020,8106.1,7992.4,8181.8,7916.7,13.54M,0.47%
05/08/2020,8068.2,7840.9,8257.6,7727.3,14.93M,2.90%
04/08/2020,7840.9,7878.8,8106.1,7765.1,12.57M,1.97%
03/08/2020,7689.4,7272.7,7689.4,7272.7,18.20M,6.84%
31/07/2020,7197,7295.5,7568.2,7197,11.54M,-4.33%
30/07/2020,7522.7,7462.1,7765.1,7462.1,7.70M,1.02%
29/07/2020,7447,7651.5,7651.5,7333.3,18.56M,-5.48%
28/07/2020,7878.8,7462.1,7878.8,7409.1,19.94M,7.00%
27/07/2020,7363.6,7651.5,7803,7363.6,18.14M,-6.99%
24/07/2020,7916.7,8181.8,8295.5,7765.1,23.98M,-5.00%
23/07/2020,8333.3,8409.1,8522.7,8219.7,10.41M,-1.79%
22/07/2020,8484.8,8636.4,8674.2,8484.8,4.69M,-1.32%
21/07/2020,8598.5,8598.5,8674.2,8333.3,10.37M,1.34%
20/07/2020,8484.8,8787.9,8863.6,8409.1,14.07M,-3.03%
17/07/2020,8750,8712.1,8939.4,8674.2,8.19M,0.44%
16/07/2020,8712.1,8863.6,8901.5,8636.4,13.75M,-1.71%
15/07/2020,8863.6,8977.3,9090.9,8863.6,7.62M,-0.85%
