Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
30/11/2018,16579.3,16408.3,16579.3,16271.6,1.56M,1.04%
29/11/2018,16408.3,16852.7,16886.9,16408.3,1.91M,-0.83%
28/11/2018,16545.1,16545.1,16716,16510.9,1.65M,0.00%
27/11/2018,16545.1,17160.4,17297.1,16476.7,1.81M,-2.81%
26/11/2018,17023.7,17092,17228.8,17023.7,1.28M,-0.40%
23/11/2018,17092,17433.9,17502.2,17092,1.69M,-2.15%
22/11/2018,17468.1,17502.2,17639,17399.7,2.39M,0.79%
21/11/2018,17331.3,17228.8,17433.9,17194.6,1.88M,-0.98%
20/11/2018,17502.2,17365.5,17639,17297.1,1.50M,-0.39%
19/11/2018,17570.6,17228.8,17639,17160.4,2.44M,2.80%
16/11/2018,17092,17160.4,17297.1,16852.7,1.92M,0.60%
15/11/2018,16989.5,16989.5,17297.1,16886.9,1.40M,0.00%
14/11/2018,16989.5,17023.7,17365.5,16921.1,1.77M,-0.60%
13/11/2018,17092,16203.2,17228.8,16203.2,2.00M,1.42%
12/11/2018,16852.7,16750.2,16989.5,16408.3,2.03M,-1.40%
09/11/2018,17092,17570.6,17707.3,17092,1.59M,-3.66%
08/11/2018,17741.5,17775.7,17878.3,17604.8,2.59M,1.57%
07/11/2018,17468.1,17570.6,17844.1,17297.1,1.50M,-1.73%
06/11/2018,17775.7,17980.8,18049.2,17502.2,1.93M,-0.38%
05/11/2018,17844.1,17639,17912.4,17365.5,2.47M,-0.19%
02/11/2018,17878.3,17160.4,17980.8,17092,3.63M,4.60%
01/11/2018,17092,16750.2,17433.9,16716,4.78M,2.88%
31/10/2018,16613.5,16203.2,16613.5,15998.1,4.83M,6.81%
30/10/2018,15553.7,16134.9,16545.1,15553.7,5.36M,-5.60%
29/10/2018,16476.7,17160.4,17228.8,16066.5,2.60M,-3.98%
26/10/2018,17160.4,17775.7,18049.2,17160.4,2.69M,-1.18%
25/10/2018,17365.5,17092,17775.7,17092,3.51M,-4.33%
24/10/2018,18151.7,18938,18938,18049.2,2.74M,-3.45%
23/10/2018,18801.2,19006.3,19108.9,18220.1,4.25M,-1.79%
22/10/2018,19143.1,19826.8,19860.9,19143.1,4.50M,-2.44%
19/10/2018,19621.6,19074.7,19621.6,19074.7,2.15M,1.06%
18/10/2018,19416.5,19690,19792.6,19416.5,2.05M,-1.73%
17/10/2018,19758.4,19826.8,19895.1,19621.6,3.24M,1.05%
16/10/2018,19553.3,19006.3,19553.3,18835.4,2.76M,3.81%
15/10/2018,18835.4,18801.2,19074.7,18459.4,2.55M,0.18%
12/10/2018,18801.2,18459.4,18869.6,18083.4,3.38M,1.85%
11/10/2018,18459.4,18561.9,19143.1,18459.4,9.21M,-6.90%
10/10/2018,19826.8,19792.6,19963.5,19587.5,2.57M,0.52%
09/10/2018,19724.2,19621.6,19826.8,19621.6,2.53M,0.52%
08/10/2018,19621.6,19416.5,19690,19314,2.75M,0.00%
05/10/2018,19621.6,19826.8,20066,19553.3,3.25M,-2.38%
04/10/2018,20100.2,19416.5,20100.2,19279.8,2.93M,4.63%
03/10/2018,19211.4,19211.4,19519.1,19074.7,4.27M,0.00%
02/10/2018,19211.4,19826.8,19826.8,19006.3,12.51M,-3.10%
01/10/2018,19826.8,20510.4,20613,19758.4,7.92M,-3.65%
28/09/2018,20578.8,20783.9,20920.6,20442.1,4.54M,-1.31%
27/09/2018,20852.3,20305.3,20852.3,20237,5.59M,2.69%
26/09/2018,20305.3,20442.1,20715.5,20237,4.13M,-1.00%
25/09/2018,20510.4,20237,20647.2,20134.4,4.22M,1.18%
24/09/2018,20271.1,20510.4,20578.8,20237,2.00M,-0.50%
21/09/2018,20373.7,19963.5,20442.1,19826.8,5.70M,2.23%
20/09/2018,19929.3,19963.5,20031.9,19690,3.11M,0.00%
19/09/2018,19929.3,19758.4,20134.4,19758.4,6.73M,1.22%
18/09/2018,19690,19143.1,19724.2,19006.3,5.48M,2.13%
17/09/2018,19279.8,19108.9,19348.2,19006.3,6.62M,0.71%
14/09/2018,19143.1,19211.4,19382.4,19143.1,6.08M,-0.53%
13/09/2018,19245.6,19279.8,19416.5,19143.1,4.16M,0.54%
12/09/2018,19143.1,19553.3,19621.6,19143.1,5.38M,-1.75%
11/09/2018,19484.9,18801.2,19484.9,18801.2,5.88M,2.52%
10/09/2018,19006.3,18938,19211.4,18835.4,4.68M,0.36%
07/09/2018,18938,18425.2,19040.5,18391,3.95M,2.78%
06/09/2018,18425.2,18527.8,18596.1,18356.8,1.81M,0.00%
05/09/2018,18425.2,18459.4,18664.5,18117.5,6.22M,-0.92%
04/09/2018,18596.1,19211.4,19279.8,18322.7,8.68M,-4.23%
31/08/2018,19416.5,19758.4,19860.9,19279.8,4.77M,-2.07%
30/08/2018,19826.8,19553.3,19860.9,19450.7,4.85M,1.22%
29/08/2018,19587.5,18903.8,19758.4,18903.8,8.54M,3.62%
28/08/2018,18903.8,19074.7,19143.1,18903.8,3.69M,-0.54%
27/08/2018,19006.3,19211.4,19279.8,18972.2,4.88M,0.00%
24/08/2018,19006.3,19074.7,19245.6,18801.2,4.34M,-0.36%
23/08/2018,19074.7,19040.5,19211.4,18801.2,2.81M,0.00%
22/08/2018,19074.7,19416.5,19450.7,19006.3,3.36M,-0.71%
21/08/2018,19211.4,19040.5,19382.4,18972.2,4.22M,0.90%
20/08/2018,19040.5,18527.8,19040.5,18527.8,4.00M,2.58%
17/08/2018,18561.9,18732.9,18938,18561.9,2.28M,-0.18%
16/08/2018,18596.1,18185.9,18664.5,18117.5,4.06M,0.37%
15/08/2018,18527.8,19143.1,19279.8,18459.4,4.48M,-3.21%
14/08/2018,19143.1,19416.5,19621.6,19108.9,5.17M,-1.41%
13/08/2018,19416.5,18596.1,19519.1,18391,5.30M,4.03%
10/08/2018,18664.5,18596.1,18698.7,18254.3,2.69M,0.37%
09/08/2018,18596.1,18527.8,18664.5,18254.3,6.21M,0.74%
08/08/2018,18459.4,17639,18459.4,17639,3.57M,4.65%
07/08/2018,17639,17775.7,18049.2,17536.4,2.27M,-1.90%
06/08/2018,17980.8,17844.1,18185.9,17570.6,2.89M,1.54%
03/08/2018,17707.3,17809.9,18254.3,17639,4.22M,-0.38%
02/08/2018,17775.7,17502.2,17775.7,16989.5,5.92M,0.77%
01/08/2018,17639,17673.2,18117.5,17502.2,4.59M,-0.77%
31/07/2018,17775.7,17912.4,18561.9,17775.7,4.33M,-1.89%
30/07/2018,18117.5,18117.5,18288.5,17741.5,3.09M,0.38%
27/07/2018,18049.2,17502.2,18288.5,17297.1,7.41M,5.60%
26/07/2018,17092,16340,17092,16203.2,4.02M,3.73%
25/07/2018,16476.7,16579.3,16818.6,16340,2.75M,0.00%
24/07/2018,16476.7,16271.6,16647.6,16032.3,4.01M,1.26%
23/07/2018,16271.6,16476.7,16818.6,16271.6,5.36M,-2.86%
20/07/2018,16750.2,16955.3,16955.3,16134.9,5.20M,-2.20%
19/07/2018,17126.2,16921.1,17228.8,16545.1,5.46M,1.01%
18/07/2018,16955.3,16408.3,17194.6,16408.3,5.33M,4.42%
17/07/2018,16237.4,14904.2,16237.4,14904.2,4.69M,6.98%
16/07/2018,15177.7,15211.9,15382.8,14835.9,4.97M,-0.67%
13/07/2018,15280.3,14835.9,15382.8,14835.9,6.51M,5.92%
12/07/2018,14425.7,13605.3,14665,13502.7,4.47M,4.98%
11/07/2018,13742,13742,13810.4,13434.3,9.32M,-4.74%
10/07/2018,14425.7,15451.2,15724.7,14391.5,6.52M,-6.64%
09/07/2018,15451.2,16476.7,16716,15382.8,5.08M,-5.04%
06/07/2018,16271.6,14767.5,16681.8,14767.5,9.00M,2.59%
05/07/2018,15861.4,17092,17092,15861.4,9.82M,-6.83%
04/07/2018,17023.7,16750.2,17160.4,15998.1,4.67M,1.63%
03/07/2018,16750.2,17673.2,18459.4,16750.2,6.19M,-6.84%
02/07/2018,17980.8,18391,18596.1,17262.9,10.38M,-3.13%
29/06/2018,18561.9,18322.7,19006.3,18288.5,3.83M,1.31%
28/06/2018,18322.7,18938,19279.8,18117.5,7.01M,-5.30%
27/06/2018,19348.2,19997.7,20168.6,19143.1,5.16M,-3.58%
26/06/2018,20066,19963.5,20168.6,19860.9,3.01M,-2.17%
25/06/2018,20510.4,20510.4,20681.4,20339.5,3.24M,0.50%
22/06/2018,20407.9,19484.9,20442.1,19450.7,3.23M,2.23%
21/06/2018,19963.5,20715.5,20715.5,19826.8,3.91M,-4.26%
20/06/2018,20852.3,19826.8,20852.3,19553.3,6.79M,6.27%
19/06/2018,19621.6,19621.6,20168.6,19245.6,11.61M,-5.12%
18/06/2018,20681.4,22082.9,22151.3,20681.4,11.20M,-6.92%
15/06/2018,22219.6,22014.5,22219.6,21672.7,4.67M,0.00%
14/06/2018,22219.6,22698.2,22903.3,21809.4,8.33M,-2.69%
13/06/2018,22834.9,22288,23108.4,22219.6,6.19M,1.37%
12/06/2018,22527.3,21809.4,22561.5,21194.1,7.95M,1.38%
11/06/2018,22219.6,22800.8,22937.5,22219.6,5.93M,-3.70%
08/06/2018,23074.2,22561.5,23074.2,22253.8,6.69M,1.66%
07/06/2018,22698.2,23176.8,23279.3,22561.5,5.44M,-2.07%
06/06/2018,23176.8,22903.3,23313.5,22766.6,4.78M,-0.15%
05/06/2018,23211,22356.4,23211,22117.1,6.67M,3.19%
04/06/2018,22493.1,21877.8,22561.5,21536,4.94M,2.81%
01/06/2018,21877.8,21125.7,22151.3,20920.6,7.65M,4.07%
31/05/2018,21023.2,19655.8,21023.2,19553.3,5.46M,6.96%
30/05/2018,19655.8,19143.1,19963.5,19006.3,3.56M,2.86%
29/05/2018,19108.9,18049.2,19108.9,18049.2,2.79M,6.88%
28/05/2018,17878.3,18801.2,18938,17878.3,8.26M,-6.94%
25/05/2018,19211.4,20134.4,20647.2,19211.4,2.74M,-5.70%
24/05/2018,20373.7,20407.9,20578.8,20100.2,1.86M,-0.17%
23/05/2018,20407.9,19211.4,20407.9,19143.1,2.44M,2.93%
22/05/2018,19826.8,21194.1,21330.9,19826.8,7.36M,-6.90%
21/05/2018,21297,22083.5,22083.5,21024.7,4.78M,-2.22%
18/05/2018,21781,21660,21781,21055,4.46M,0.56%
17/05/2018,21660,21962.5,21962.5,21357.5,3.53M,-1.38%
16/05/2018,21962.5,21660,21992.8,21418,5.74M,0.97%
15/05/2018,21750.7,21357.5,21902,21297,5.00M,2.71%
14/05/2018,21176,20510.4,21176,20389.4,4.29M,4.48%
11/05/2018,20268.4,19481.9,20449.9,19360.9,3.03M,1.52%
10/05/2018,19965.9,20570.9,20964.2,19844.9,3.23M,-4.07%
09/05/2018,20813,20268.4,20964.2,20207.9,5.78M,2.08%
08/05/2018,20389.4,20389.4,20782.7,20147.4,6.06M,0.00%
07/05/2018,20389.4,19058.4,20389.4,19028.1,4.66M,6.98%
04/05/2018,19058.4,18876.9,19360.9,18755.9,3.47M,2.27%
03/05/2018,18634.9,18211.3,18634.9,17334,5.96M,0.65%
02/05/2018,18513.8,20086.9,20147.4,18513.8,3.75M,-6.99%
27/04/2018,19905.4,18755.9,19905.4,18604.6,4.34M,2.49%
26/04/2018,19421.4,20873.5,20994.5,19421.4,5.53M,-6.96%
24/04/2018,20873.5,20570.9,21236.5,20298.7,4.05M,0.15%
23/04/2018,20843.2,22628,22688.5,20843.2,4.76M,-6.89%
20/04/2018,22386,21478.5,22386,21448.2,6.53M,4.23%
19/04/2018,21478.5,21266.7,21750.7,20691.9,6.38M,1.00%
18/04/2018,21266.7,22083.5,22355.8,21176,4.19M,-3.17%
17/04/2018,21962.5,20934,21962.5,20752.5,5.59M,5.52%
16/04/2018,20813,21478.5,21599.5,20813,6.05M,-3.91%
13/04/2018,21660,22597.8,22597.8,21660,5.49M,-2.72%
12/04/2018,22265,21841.5,22567.5,21781,4.50M,0.27%
11/04/2018,22204.5,23354.1,23414.6,22174.3,8.73M,-4.92%
10/04/2018,23354.1,24140.6,24140.6,23202.8,7.08M,-3.01%
09/04/2018,24080.1,23717.1,24322.1,23717.1,7.34M,1.53%
06/04/2018,23717.1,22991.1,23838.1,22960.8,9.07M,3.29%
05/04/2018,22960.8,22960.8,23051.6,22083.5,9.39M,1.20%
04/04/2018,22688.5,22446.5,23172.6,22386,10.50M,1.90%
03/04/2018,22265,22567.5,22809.5,22265,3.64M,-1.60%
02/04/2018,22628,22355.8,22809.5,22083.5,4.91M,2.75%
30/03/2018,22023,21902,22507,21690.2,6.16M,-0.55%
29/03/2018,22144,22386,22446.5,21690.2,6.02M,-0.27%
28/03/2018,22204.5,22567.5,22991.1,22204.5,4.39M,-2.13%
27/03/2018,22688.5,23475.1,23596.1,22567.5,3.74M,-2.22%
26/03/2018,23202.8,22113.8,23202.8,22113.8,3.90M,4.21%
23/03/2018,22265,22204.5,22870,22144,7.86M,-3.67%
22/03/2018,23112.1,23081.8,23444.8,22991.1,4.93M,0.00%
21/03/2018,23112.1,23354.1,23414.6,22930.6,4.28M,-0.52%
20/03/2018,23233.1,23112.1,23717.1,22991.1,3.42M,0.00%
19/03/2018,23233.1,22083.5,23233.1,21902,11.00M,6.96%
16/03/2018,21720.5,21902,22053.3,21629.7,4.60M,-1.10%
15/03/2018,21962.5,21478.5,21962.5,21478.5,2.57M,0.41%
14/03/2018,21871.8,22083.5,22446.5,21871.8,2.62M,-0.96%
13/03/2018,22083.5,20691.9,22083.5,20661.7,3.96M,5.19%
12/03/2018,20994.5,21781,22083.5,20934,6.71M,-3.61%
09/03/2018,21781,22446.5,22507,21781,3.58M,-2.44%
08/03/2018,22325.5,21902,22476.8,21841.5,5.36M,0.82%
07/03/2018,22144,22204.5,22446.5,21962.5,6.43M,-1.08%
06/03/2018,22386,21720.5,22507,21297,6.08M,3.06%
05/03/2018,21720.5,21660,22234.8,21478.5,10.44M,1.70%
02/03/2018,21357.5,19723.9,21357.5,19663.4,11.02M,6.97%
01/03/2018,19965.9,19965.9,20540.7,19663.4,4.40M,-0.90%
28/02/2018,20147.4,19239.9,20238.2,19149.1,5.91M,3.10%
27/02/2018,19542.4,19784.4,19905.4,19179.4,6.16M,-0.62%
26/02/2018,19663.4,20570.9,20631.4,19602.9,7.90M,-2.84%
23/02/2018,20238.2,19421.4,20268.4,19300.4,6.41M,4.86%
22/02/2018,19300.4,18634.9,19723.9,18634.9,7.26M,1.43%
21/02/2018,19028.1,18665.1,19421.4,18665.1,4.40M,2.78%
13/02/2018,18513.8,18695.4,18816.4,18392.8,3.76M,2.00%
12/02/2018,18150.8,17485.3,18150.8,17303.8,3.55M,6.38%
09/02/2018,17061.8,16275.2,17303.8,16214.7,5.19M,-1.05%
08/02/2018,17243.3,16698.8,17787.8,16698.8,5.42M,1.79%
07/02/2018,16940.8,17182.8,17182.8,16214.7,4.17M,4.87%
06/02/2018,16154.2,15609.7,16759.3,15609.7,10.93M,-3.61%
05/02/2018,16759.3,17606.3,17606.3,16759.3,7.17M,-6.89%
02/02/2018,17999.6,17848.3,17999.6,17424.8,3.34M,0.85%
01/02/2018,17848.3,18453.3,18816.4,17545.8,5.03M,-3.28%
31/01/2018,18453.3,18725.6,19421.4,18453.3,4.70M,0.16%
30/01/2018,18423.1,17061.8,18423.1,16850,10.47M,6.84%
29/01/2018,17243.3,17364.3,17576.1,17122.3,5.25M,-0.70%
26/01/2018,17364.3,17545.8,17727.3,17061.8,5.90M,-1.03%
25/01/2018,17545.8,16880.3,17757.6,16456.8,11.87M,4.69%
22/01/2018,16759.3,16638.3,16850,16335.7,8.17M,0.73%
19/01/2018,16638.3,15730.7,16789.5,15609.7,12.13M,5.77%
18/01/2018,15730.7,14913.9,15730.7,14671.9,13.09M,4.00%
17/01/2018,15125.7,15912.2,15942.5,14883.7,9.04M,-3.85%
16/01/2018,15730.7,15398,16124,15398,8.93M,0.78%
15/01/2018,15609.7,14611.4,15609.7,14581.2,8.64M,6.83%
12/01/2018,14611.4,14823.2,14974.4,14460.2,6.35M,-1.43%
11/01/2018,14823.2,14399.7,14823.2,14157.6,9.85M,2.08%
10/01/2018,14520.7,14278.7,14671.9,14157.6,10.82M,1.69%
09/01/2018,14278.7,14187.9,14520.7,13734.1,8.55M,1.51%
08/01/2018,14066.9,13189.6,14066.9,13038.3,8.78M,6.90%
05/01/2018,13159.4,13310.6,13522.4,13098.8,13.87M,-2.68%
04/01/2018,13522.4,13431.6,13824.9,13401.4,8.92M,1.13%
03/01/2018,13371.1,13401.4,13522.4,13159.4,7.43M,-0.23%
02/01/2018,13401.4,13310.6,13401.4,13189.6,9.86M,2.78%
29/12/2017,13038.3,12463.6,13250.1,12463.6,18.85M,4.61%
28/12/2017,12463.6,12584.6,12584.6,12463.6,4.87M,-0.72%
27/12/2017,12554.3,12463.6,12645.1,12433.3,7.38M,0.97%
26/12/2017,12433.3,11979.5,12433.3,11919,4.19M,3.53%
25/12/2017,12009.8,12191.3,12221.6,12009.8,3.19M,-1.00%
22/12/2017,12130.8,12342.6,12342.6,12040.1,5.02M,-1.72%
21/12/2017,12342.6,12524.1,12766.1,12342.6,10.42M,-0.49%
20/12/2017,12403.1,12221.6,12433.3,12130.8,7.71M,3.01%
19/12/2017,12040.1,11919,12221.6,11858.5,8.04M,1.02%
18/12/2017,11919,11979.5,12161.1,11919,4.86M,0.00%
15/12/2017,11919,11798,11949.3,11707.3,3.34M,1.03%
14/12/2017,11798,11314,11798,11314,4.00M,3.72%
13/12/2017,11374.5,11616.5,11616.5,11193,6.86M,-2.08%
12/12/2017,11616.5,11888.8,12009.8,11041.8,11.45M,-2.04%
11/12/2017,11858.5,11949.3,12251.8,11858.5,6.37M,-1.75%
08/12/2017,12070.3,12100.6,12342.6,11949.3,5.03M,-0.25%
07/12/2017,12100.6,12161.1,12312.3,11858.5,5.23M,-0.50%
06/12/2017,12161.1,12161.1,12342.6,11919,7.72M,-0.99%
05/12/2017,12282.1,12705.6,12917.3,12282.1,11.06M,-3.33%
04/12/2017,12705.6,12463.6,12705.6,12282.1,9.42M,3.70%
01/12/2017,12251.8,11949.3,12403.1,11919,8.61M,2.79%
